,geneSymbol
1624,Aox1
1625,Ap1b1
1626,Ap1g1
1627,Ap1m1
1628,Ap2a1
1629,Ap2a2
1630,Ap2b1
1631,Ap2m1
1632,Ap3b1
1633,Ap3b2
1634,Ap3m2
1635,Ap3s1
1636,Apba1
1637,Apba2
1638,Apbb1
1639,Apbb2
1640,Apc
1641,Aph1b
1642,Api5
1643,Apoa1
1644,Apoa2
1645,Apob
1646,Apoe
1647,Appl1
1648,Aprt
1649,Ar
1650,Arap1
1651,Arap3
1652,Arcn1
1653,Arf1
1654,Arf3
1655,Arf4
1656,Arf5
1657,Arf6
1658,Arfrp1
1659,Arg2
1660,Arglu1
1661,Arhgap1
1662,Arhgap15
1663,Arhgap17
1664,Arhgap22
1665,Arhgap28
1666,Arhgap30
1667,Arhgap31
1668,Arhgap32
1669,Arhgap33
1670,Arhgap39
1671,Arhgap44
1672,Arhgap6
1673,Arhgap8
1674,Arhgdia
1675,Arhgdib
1676,Arhgef1
1677,Arhgef11
1678,Arhgef2
1679,Arhgef3
1680,Arhgef6
1681,Arhgef7
1682,Arid2
1683,Arih1
1684,Arih2
1685,Arl1
1686,Arl2
1687,Arl3
1688,Arl4d
1689,Arl5b
1690,Arl6ip1
1691,Arl6ip4
1692,Armcx5
1693,Arnt
1694,Arntl
1695,Arpc1a
1696,Arpc1b
1697,Arpc3
1698,Arpc4
1699,Arpc5l
1700,Arrb1
1701,Arrb2
1702,Arrdc4
1703,Arsb
1704,Arvcf
1705,Arxes1
1706,Asah1
1707,Asap1
1708,Asb4
1709,Ascc1
1710,Ascc2
1711,Ascc3
1712,Ash2l
1713,Asl
1714,Asna1
1715,Aspg
1716,Asph
1717,Aspm
1718,Aspn
1719,Ass1
1720,Atad3a
1721,Atf2
1722,Atf4
1723,Atf7ip
1724,Atg10
1725,Atg16l1
1726,Atg3
1727,Atg4b
1728,Atg5
1729,Atic
1730,Atl2
1731,Atl3
1732,Atm
1733,Atox1
1734,Atp11c
1735,Atp1a1
1736,Atp1a2
1737,Atp1a3
1738,Atp1b1
1739,Atp2a2
1740,Atp2a3
1741,Atp2b1
1742,Atp2b3
1743,Atp2b4
1744,Atp5a1
1745,Atp5b
1746,Atp5c1
1747,Atp5d
1748,Atp5f1
1749,Atp5g2
1750,Atp5h
1751,Atp5j
1752,Atp5j2
1753,Atp5o
1754,Atp6ap2
1755,Atp6v0a1
1756,Atp6v0c
1757,Atp6v0d1
1758,Atp6v0e
1759,Atp6v1a
1760,Atp6v1b2
1761,Atp6v1f
1762,Atp6v1g1
1763,Atp6v1h
1764,Atp7a
1765,Atp8b2
1766,Atr
1767,Atxn2
1768,Atxn2l
1769,Atxn3
1770,Aup1
1771,Aurka
1772,Aurkb
1773,Aven
1774,Axin1
1775,Azi2
1776,B2M
1777,B2m
1778,B3GALNT1
1779,B3GALNT2
1780,B3GALT1
1781,B3GALT2
1782,B3GALT4
1783,B3GALT5
1784,B3GALT6
1785,B3GALTL
1786,B3GAT1
1787,B3GAT2
1788,B3GAT3
1789,B3GNT2
1790,B3GNT3
1791,B3GNT4
1792,B3GNT5
1793,B3GNT6
1794,B3GNT7
1795,B3GNT8
1796,B3GNT9
1797,B3GNTL1
1798,B3galt6
1799,B4GALNT1
1800,B4GALNT2
1801,B4GALNT3
1802,B4GALNT4
1803,B4GALT1
1804,B4GALT1-AS1
1805,B4GALT2
1806,B4GALT3
1807,B4GALT4
1808,B4GALT5
1809,B4GALT6
1810,B4GALT7
1811,B4GAT1
1812,B7RP1
1813,B9D1
1814,B9D2
1815,BAALC
1816,BAALC-AS2
1817,BAAT
1818,BABAM1
1819,BACE1
1820,BACE2
1821,BACH1
1822,BACH2
1823,BAD
1824,BAG1
1825,BAG2
1826,BAG3
1827,BAG4
1828,BAG5
1829,BAG6
1830,BAG7
1831,BAGE
1832,BAGE2
1833,BAHCC1
1834,BAHD1
1835,BAI1
1836,BAI2
1837,BAI3
1838,BAIAP2
1839,BAIAP2L1
1840,BAIAP2L2
1841,BAIAP3
1842,BAK1
1843,BAMBI
1844,BANF1
1845,BANF2
1846,BANK1
1847,BANP
1848,BAP1
1849,BARD1
1850,BARHL1
1851,BARHL2
1852,BARX1
1853,BARX2
1854,BASP1
1855,BATF
1856,BATF2
1857,BATF3
1858,BAX
1859,BAZ1A
1860,BAZ1B
1861,BAZ2A
1862,BAZ2B
1863,BBC1
1864,BBC3
1865,BBIP1
1866,BBLF2-BBLF3
1867,BBOX1
1868,BBS1
1869,BBS10
1870,BBS12
1871,BBS2
1872,BBS4
1873,BBS5
1874,BBS7
1875,BBS9
1876,BBX
1877,BC048507
1878,BC055324
1879,BCAM
1880,BCAN
1881,BCAP29
1882,BCAP31
1883,BCAR1
1884,BCAR3
1885,BCAS1
1886,BCAS2
1887,BCAS3
1888,BCAS4
1889,BCAT1
1890,BCAT2
1891,BCAT4
1892,BCCIP
1893,BCDIN3D
1894,BCH1
1895,BCHE
1896,BCKDHA
1897,BCKDHB
1898,BCKDK
1899,BCL10
1900,BCL11A
1901,BCL11B
1902,BCL2
1903,BCL2A1
1904,BCL2L1
1905,BCL2L10
1906,BCL2L11
1907,BCL2L12
1908,BCL2L13
1909,BCL2L14
1910,BCL2L15
1911,BCL2L2
1912,BCL2L2-PABPN1
1913,BCL3
1914,BCL6
1915,BCL6B
1916,BCL7A
1917,BCL7B
1918,BCL7C
1919,BCL9
1920,BCL9L
1921,BCLAF1
1922,BCO1
1923,BCOR
1924,BCORL1
1925,BCR
1926,BCS1L
1927,BCY1
1928,BDH1
1929,BDH2
1930,BDKRB1
1931,BDKRB2
1932,BDNF
1933,BDNF-AS
1934,BDP1
1935,BEAN1
1936,BECN1
1937,BECN1P1
1938,BEGAIN
1939,BEM4
1940,BEND2
1941,BEND3
1942,BEND3P3
1943,BEND4
1944,BEND5
1945,BEND6
1946,BEND7
1947,BEST1
1948,BEST2
1949,BEST3
1950,BET1
1951,BET1L
1952,BEX1
1953,BEX2
1954,BEX4
1955,BEX5
1956,BFAR
1957,BFR1
1958,BFSP1
1959,BFSP2
1960,BGL2
1961,BGLAP
1962,BGLF1
1963,BGLF2
1964,BGLF4
1965,BGLF5
1966,BGLT3
1967,BGN
1968,BHLHA15
1969,BHLHA9
1970,BHLHB9
1971,BHLHE22
1972,BHLHE23
1973,BHLHE40
1974,BHLHE41
1975,BHMT
1976,BHMT2
1977,BICC1
1978,BICD1
1979,BICD2
1980,BID
1981,BIK
1982,BIN1
1983,BIN2
1984,BIN3
1985,BIN3-IT1
1986,BIO2
1987,BIP1
1988,BIP2
1989,BIRC2
1990,BIRC3
1991,BIRC5
1992,BIRC6
1993,BIRC7
1994,BIRC8
1995,BIVM
1996,BKRF1
1997,BLCAP
1998,BLID
1999,BLK
2000,BLM
2001,BLMH
2002,BLNK
2003,BLOC1S1
2004,BLOC1S2
2005,BLOC1S3
2006,BLOC1S4
2007,BLOC1S5
2008,BLOC1S5-TXNDC5
2009,BLOC1S6
2010,BLRF1
2011,BLVRA
2012,BLVRB
2013,BLZF1
2014,BMF
2015,BMH1
2016,BMH2
2017,BMI1
2018,BMP1
2019,BMP10
2020,BMP15
2021,BMP2
2022,BMP2K
2023,BMP3
2024,BMP4
2025,BMP5
2026,BMP6
2027,BMP7
2028,BMP8A
2029,BMP8B
2030,BMPER
2031,BMPR1A
2032,BMPR1B
2033,BMPR2
2034,BMS1
2035,BMS1P5
2036,BMX
2037,BNA1
2038,BNC1
2039,BNC2
2040,BNIP1
2041,BNIP2
2042,BNIP3
2043,BNIP3L
2044,BNIP3P6
2045,BNIPL
2046,BOC
2047,BOD1
2048,BOD1L1
2049,BOD1L2
2050,BOI1
2051,BOK
2052,BOLA1
2053,BOLA2
2054,BOLA2-SMG1P6
2055,BOLA2B
2056,BOLA3
2057,BOLL
2058,BOP1
2059,BORA
2060,BORCS8-MEF2B
2061,BPGM
2062,BPHL
2063,BPI
2064,BPIFA1
2065,BPIFA2
2066,BPIFA3
2067,BPIFB1
2068,BPIFB2
2069,BPIFB3
2070,BPIFB4
2071,BPIFB6
2072,BPIFC
2073,BPLF1
2074,BPNT1
2075,BPTF
2076,BPY2
2077,BRAF
2078,BRAP
2079,BRAT1
2080,BRCA1
2081,BRCA2
2082,BRCA3
2083,BRCC3
2084,BRD1
2085,BRD2
2086,BRD3
2087,BRD4
2088,BRD7
2089,BRD8
2090,BRD9
2091,BRDT
2092,BRE
2093,BRE-AS1
2094,BRE5
2095,BRF1
2096,BRF2
2097,BRI3
2098,BRI3BP
2099,BRICD5
2100,BRINP1
2101,BRINP2
2102,BRINP3
2103,BRIP1
2104,BRIX1
2105,BRK1
2106,BRLF1
2107,BRMS1
2108,BRMS1L
2109,BROX
2110,BRPF1
2111,BRPF3
2112,BRRF1
2113,BRSK1
2114,BRSK2
2115,BRWD1
2116,BRWD3
2117,BSCL2
2118,BSDC1
2119,BSG
2120,BSN
2121,BSND
2122,BSPH1
2123,BSPRY
2124,BST1
2125,BST2
2126,BSX
2127,BTAF1
2128,BTBD1
2129,BTBD10
2130,BTBD11
2131,BTBD16
2132,BTBD17
2133,BTBD18
2134,BTBD2
2135,BTBD3
2136,BTBD6
2137,BTBD7
2138,BTBD8
2139,BTBD9
2140,BTC
2141,BTD
2142,BTF3
2143,BTF3L4
2144,BTG1
2145,BTG2
2146,BTG3
2147,BTG4
2148,BTK
2149,BTLA
2150,BTN1A1
2151,BTN2A1
2152,BTN2A2
2153,BTN2A3P
2154,BTN3A1
2155,BTN3A2
2156,BTN3A3
2157,BTNL2
2158,BTNL3
2159,BTNL8
2160,BTNL9
2161,BTRC
2162,BUB1
2163,BUB1B
2164,BUB3
2165,BUD13
2166,BUD2
2167,BUD3
2168,BUD31
2169,BUR2
2170,BVES
2171,BYRF1
2172,BYSL
2173,BZLF1
2174,BZLF2
2175,BZRAP1
2176,BZW1
2177,BZW2
2178,Babam1
2179,Bace1
2180,Bad
2181,Bag2
2182,Bag3
2183,Bag5
2184,Bag6
2185,Bai1
2186,Baiap2
2187,Bak1
2188,Bap1
2189,Basp1
2190,Batf3
2191,Bax
2192,Baz2a
2193,Bbs4
2194,Bbs5
2195,Bbx
2196,Bcap31
2197,Bcar1
2198,Bcar3
2199,Bcas1
2200,Bcas2
2201,Bcat1
2202,Bccip
2203,Bckdk
2204,Bcl10
2205,Bcl2l11
2206,Bcl9l
2207,Bcor
2208,Bcr
2209,Bdh1
2210,Becn1
2211,Bgn
2212,Bhlhe40
2213,Bicd2
2214,Bid
2215,Bin1
2216,Bin2
2217,Birc3
2218,Birc6
2219,Blnk
2220,Blzf1
2221,Bmi1
2222,Bmpr2
2223,Bms1
2224,Bnip2
2225,Brap
2226,Brcc3
2227,Bre
2228,Brinp1
2229,Brix1
2230,Brpf1
2231,Brsk1
2232,Brsk2
2233,Bscl2
2234,Bsg
2235,Bsn
2236,Bst2
2237,Btbd10
2238,Btbd2
2239,Btf3
2240,Btf3l4
2241,Btg2
2242,Bud13
2243,Bysl
2244,C10orf10
2245,C10orf105
2246,C10orf107
2247,C10orf11
2248,C10orf12
2249,C10orf120
2250,C10orf131
2251,C10orf2
2252,C10orf25
2253,C10orf32
2254,C10orf35
2255,C10orf53
2256,C10orf54
2257,C10orf55
2258,C10orf62
2259,C10orf67
2260,C10orf71
2261,C10orf76
2262,C10orf82
2263,C10orf88
2264,C10orf90
2265,C10orf91
2266,C10orf95
2267,C11orf1
2268,C11orf16
2269,C11orf24
2270,C11orf30
2271,C11orf31
2272,C11orf42
2273,C11orf45
2274,C11orf49
2275,C11orf52
2276,C11orf53
2277,C11orf54
2278,C11orf57
2279,C11orf58
2280,C11orf63
2281,C11orf65
2282,C11orf68
2283,C11orf70
2284,C11orf71
2285,C11orf72
2286,C11orf73
2287,C11orf74
2288,C11orf80
2289,C11orf84
2290,C11orf85
2291,C11orf87
2292,C11orf91
2293,C11orf96
2294,C11orf98
2295,C12orf10
2296,C12orf29
2297,C12orf4
2298,C12orf40
2299,C12orf42
2300,C12orf43
2301,C12orf45
2302,C12orf49
2303,C12orf5
2304,C12orf50
2305,C12orf56
2306,C12orf57
2307,C12orf60
2308,C12orf65
2309,C12orf66
2310,C12orf73
2311,C12orf74
2312,C12orf75
2313,C12orf76
2314,C14orf1
2315,C14orf105
2316,C14orf119
2317,C14orf142
2318,C14orf159
2319,C14orf166
2320,C14orf169
2321,C14orf178
2322,C14orf180
2323,C14orf183
2324,C14orf2
2325,C14orf37
2326,C14orf39
2327,C14orf79
2328,C14orf80
2329,C14orf93
2330,C15orf26
2331,C15orf27
2332,C15orf32
2333,C15orf38-AP3S2
2334,C15orf39
2335,C15orf40
2336,C15orf41
2337,C15orf43
2338,C15orf48
2339,C15orf52
2340,C15orf53
2341,C15orf54
2342,C15orf57
2343,C15orf59
2344,C15orf61
2345,C15orf65
2346,C16orf13
2347,C16orf45
2348,C16orf46
2349,C16orf47
2350,C16orf54
2351,C16orf58
2352,C16orf59
2353,C16orf62
2354,C16orf70
2355,C16orf71
2356,C16orf72
2357,C16orf74
2358,C16orf78
2359,C16orf87
2360,C16orf89
2361,C16orf90
2362,C16orf91
2363,C16orf92
2364,C16orf93
2365,C16orf96
2366,C17orf102
2367,C17orf104
2368,C17orf105
2369,C17orf47
2370,C17orf49
2371,C17orf50
2372,C17orf51
2373,C17orf53
2374,C17orf59
2375,C17orf62
2376,C17orf64
2377,C17orf67
2378,C17orf70
2379,C17orf75
2380,C17orf78
2381,C17orf80
2382,C17orf82
2383,C17orf85
2384,C17orf89
2385,C17orf96
2386,C17orf97
2387,C17orf98
2388,C17orf99
2389,C18orf21
2390,C18orf25
2391,C18orf32
2392,C18orf42
2393,C18orf54
2394,C18orf63
2395,C18orf8
2396,C19orf10
2397,C19orf12
2398,C19orf18
2399,C19orf24
2400,C19orf25
2401,C19orf26
2402,C19orf33
2403,C19orf35
2404,C19orf38
2405,C19orf40
2406,C19orf43
2407,C19orf44
2408,C19orf45
2409,C19orf47
2410,C19orf48
2411,C19orf52
2412,C19orf53
2413,C19orf54
2414,C19orf57
2415,C19orf60
2416,C19orf66
2417,C19orf68
2418,C19orf70
2419,C19orf71
2420,C19orf73
2421,C19orf80
2422,C1D
2423,C1GALT1
2424,C1GALT1C1
2425,C1QA
2426,C1QB
2427,C1QBP
2428,C1QC
2429,C1QL1
2430,C1QL2
2431,C1QL3
2432,C1QL4
2433,C1QTNF1
2434,C1QTNF2
2435,C1QTNF3
2436,C1QTNF4
2437,C1QTNF5
2438,C1QTNF6
2439,C1QTNF7
2440,C1QTNF8
2441,C1QTNF9
2442,C1QTNF9B
2443,C1QTNF9B-AS1
2444,C1R
2445,C1RL
2446,C1RL-AS1
2447,C1S
2448,C1orf100
2449,C1orf101
2450,C1orf105
2451,C1orf106
2452,C1orf109
2453,C1orf110
2454,C1orf111
2455,C1orf112
2456,C1orf115
2457,C1orf116
2458,C1orf122
2459,C1orf123
2460,C1orf127
2461,C1orf131
2462,C1orf141
2463,C1orf146
2464,C1orf158
2465,C1orf159
2466,C1orf162
2467,C1orf167
2468,C1orf168
2469,C1orf174
2470,C1orf177
2471,C1orf185
2472,C1orf186
2473,C1orf189
2474,C1orf194
2475,C1orf198
2476,C1orf21
2477,C1orf210
2478,C1orf216
2479,C1orf220
2480,C1orf226
2481,C1orf228
2482,C1orf233
2483,C1orf27
2484,C1orf35
2485,C1orf43
2486,C1orf50
2487,C1orf52
2488,C1orf53
2489,C1orf54
2490,C1orf56
2491,C1orf61
2492,C1orf64
2493,C1orf68
2494,C1orf74
2495,C1orf85
2496,C1orf86
2497,C1orf87
2498,C1orf94
2499,C1orf95
2500,C1qbp
2501,C2
2502,C20orf141
2503,C20orf166-AS1
2504,C20orf173
2505,C20orf194
2506,C20orf195
2507,C20orf196
2508,C20orf197
2509,C20orf202
2510,C20orf203
2511,C20orf24
2512,C20orf27
2513,C20orf85
2514,C20orf96
2515,C21orf2
2516,C21orf33
2517,C21orf58
2518,C21orf59
2519,C21orf62-AS1
2520,C21orf91
2521,C22orf15
2522,C22orf23
2523,C22orf29
2524,C22orf31
2525,C22orf34
2526,C22orf39
2527,C22orf42
2528,C22orf46
2529,C2CD2
2530,C2CD2L
2531,C2CD3
2532,C2CD4A
2533,C2CD4B
2534,C2CD4C
2535,C2CD4D
2536,C2CD5
2537,C2cd3
2538,C2orf15
2539,C2orf16
2540,C2orf27A
2541,C2orf27B
2542,C2orf40
2543,C2orf42
2544,C2orf43
2545,C2orf44
2546,C2orf47
2547,C2orf48
2548,C2orf49
2549,C2orf50
2550,C2orf54
2551,C2orf57
2552,C2orf61
2553,C2orf66
2554,C2orf68
2555,C2orf69
2556,C2orf71
2557,C2orf72
2558,C2orf73
2559,C2orf74
2560,C2orf76
2561,C2orf78
2562,C2orf80
2563,C2orf82
2564,C2orf83
2565,C2orf88
2566,C3
2567,C3AR1
2568,C3P1
2569,C3orf14
2570,C3orf17
2571,C3orf18
2572,C3orf20
2573,C3orf33
2574,C3orf35
2575,C3orf36
2576,C3orf38
2577,C3orf49
2578,C3orf52
2579,C3orf56
2580,C3orf58
2581,C3orf62
2582,C3orf67
2583,C3orf70
2584,C3orf84
2585,C4A
2586,C4B
2587,C4BPA
2588,C4BPB
2589,C4orf17
2590,C4orf19
2591,C4orf22
2592,C4orf26
2593,C4orf27
2594,C4orf29
2595,C4orf3
2596,C4orf32
2597,C4orf33
2598,C4orf36
2599,C4orf45
2600,C4orf46
2601,C4orf47
2602,C4orf48
2603,C4orf50
2604,C5
2605,C5AR1
2606,C5AR2
2607,C5orf15
2608,C5orf17
2609,C5orf22
2610,C5orf24
2611,C5orf28
2612,C5orf30
2613,C5orf34
2614,C5orf38
2615,C5orf42
2616,C5orf45
2617,C5orf46
2618,C5orf47
2619,C5orf49
2620,C5orf51
2621,C5orf56
2622,C5orf58
2623,C5orf60
2624,C5orf63
2625,C5orf64
2626,C5orf67
2627,C6
2628,C6orf1
2629,C6orf10
2630,C6orf106
2631,C6orf118
2632,C6orf120
2633,C6orf132
2634,C6orf136
2635,C6orf141
2636,C6orf15
2637,C6orf163
2638,C6orf165
2639,C6orf195
2640,C6orf201
2641,C6orf203
2642,C6orf211
2643,C6orf222
2644,C6orf223
2645,C6orf226
2646,C6orf25
2647,C6orf47
2648,C6orf48
2649,C6orf57
2650,C6orf58
2651,C6orf62
2652,C6orf89
2653,C6orf99
2654,C7
2655,C7orf25
2656,C7orf26
2657,C7orf31
2658,C7orf33
2659,C7orf34
2660,C7orf43
2661,C7orf49
2662,C7orf50
2663,C7orf55
2664,C7orf55-LUC7L2
2665,C7orf57
2666,C7orf60
2667,C7orf61
2668,C7orf62
2669,C7orf69
2670,C7orf72
2671,C7orf73
2672,C7orf76
2673,C8A
2674,C8B
2675,C8G
2676,C8orf22
2677,C8orf31
2678,C8orf33
2679,C8orf34
2680,C8orf37
2681,C8orf4
2682,C8orf44
2683,C8orf46
2684,C8orf48
2685,C8orf58
2686,C8orf59
2687,C8orf74
2688,C8orf76
2689,C8orf82
2690,C8orf86
2691,C9
2692,C9orf106
2693,C9orf114
2694,C9orf116
2695,C9orf117
2696,C9orf129
2697,C9orf131
2698,C9orf139
2699,C9orf142
2700,C9orf152
2701,C9orf153
2702,C9orf156
2703,C9orf16
2704,C9orf163
2705,C9orf170
2706,C9orf171
2707,C9orf172
2708,C9orf173
2709,C9orf24
2710,C9orf3
2711,C9orf40
2712,C9orf41
2713,C9orf43
2714,C9orf50
2715,C9orf57
2716,C9orf62
2717,C9orf64
2718,C9orf69
2719,C9orf72
2720,C9orf78
2721,C9orf84
2722,C9orf85
2723,C9orf89
2724,C9orf9
2725,C9orf91
2726,CA1
2727,CA10
2728,CA11
2729,CA12
2730,CA13
2731,CA14
2732,CA2
2733,CA3
2734,CA4
2735,CA5A
2736,CA5B
2737,CA6
2738,CA7
2739,CA8
2740,CA9
2741,CAAP1
2742,CAB39
2743,CAB39L
2744,CABIN1
2745,CABLES1
2746,CABLES2
2747,CABP1
2748,CABP2
2749,CABP4
2750,CABP5
2751,CABP7
2752,CABS1
2753,CABYR
2754,CACFD1
2755,CACHD1
2756,CACNA1A
2757,CACNA1B
2758,CACNA1C
2759,CACNA1D
2760,CACNA1E
2761,CACNA1F
2762,CACNA1G
2763,CACNA1H
2764,CACNA1I
2765,CACNA1S
2766,CACNA2D1
2767,CACNA2D2
2768,CACNA2D3
2769,CACNA2D4
2770,CACNB1
2771,CACNB2
2772,CACNB3
2773,CACNB4
2774,CACNG1
2775,CACNG2
2776,CACNG3
2777,CACNG4
2778,CACNG5
2779,CACNG6
2780,CACNG7
2781,CACNG8
2782,CACTIN
2783,CACTIN-AS1
2784,CACUL1
2785,CACYBP
2786,CAD
2787,CAD1
2788,CADM1
2789,CADM2
2790,CADM3
2791,CADM4
2792,CADPS
2793,CADPS2
2794,CAGE1
2795,CALB1
2796,CALB2
2797,CALCA
2798,CALCB
2799,CALCOCO1
2800,CALCOCO2
2801,CALCR
2802,CALCRL
2803,CALD1
2804,CALHM1
2805,CALHM2
2806,CALHM3
2807,CALM
2808,CALM1
2809,CALM1P1
2810,CALM2
2811,CALM3
2812,CALML3
2813,CALML4
2814,CALML5
2815,CALML6
2816,CALN1
2817,CALR
2818,CALR3
2819,CALU
2820,CALY
2821,CAM1
2822,CAMK1
2823,CAMK1D
2824,CAMK1G
2825,CAMK2A
2826,CAMK2B
2827,CAMK2D
2828,CAMK2G
2829,CAMK2N1
2830,CAMK2N2
2831,CAMK4
2832,CAMKK1
2833,CAMKK2
2834,CAMKMT
2835,CAMKV
2836,CAMLG
2837,CAMP
2838,CAMSAP1
2839,CAMSAP2
2840,CAMSAP3
2841,CAMTA1
2842,CAMTA2
2843,CAND1
2844,CAND2
2845,CANT1
2846,CANX
2847,CAP1
2848,CAP2
2849,CAPG
2850,CAPN1
2851,CAPN10
2852,CAPN11
2853,CAPN12
2854,CAPN13
2855,CAPN15
2856,CAPN2
2857,CAPN3
2858,CAPN5
2859,CAPN6
2860,CAPN7
2861,CAPN8
2862,CAPN9
2863,CAPNS1
2864,CAPNS2
2865,CAPRIN1
2866,CAPRIN2
2867,CAPS
2868,CAPSL
2869,CAPZA1
2870,CAPZA2
2871,CAPZA3
2872,CAPZB
2873,CARD10
2874,CARD11
2875,CARD14
2876,CARD16
2877,CARD17
2878,CARD6
2879,CARD8
2880,CARD9
2881,CARF
2882,CARHSP1
2883,CARKD
2884,CARM1
2885,CARNS1
2886,CARS
2887,CARS-AS1
2888,CARS2
2889,CARTPT
2890,CASC1
2891,CASC10
2892,CASC18
2893,CASC2
2894,CASC3
2895,CASC4
2896,CASC5
2897,CASC9
2898,CASD1
2899,CASK
2900,CASKIN1
2901,CASKIN2
2902,CASP1
2903,CASP10
2904,CASP12
2905,CASP14
2906,CASP16
2907,CASP2
2908,CASP3
2909,CASP4
2910,CASP5
2911,CASP6
2912,CASP7
2913,CASP8
2914,CASP8AP2
2915,CASP9
2916,CASQ1
2917,CASQ2
2918,CASR
2919,CASS4
2920,CAST
2921,CASZ1
2922,CAT
2923,CATIP
2924,CATSPER1
2925,CATSPER2
2926,CATSPER3
2927,CATSPER4
2928,CATSPERB
2929,CATSPERD
2930,CATSPERG
2931,CAV1
2932,CAV2
2933,CAV3
2934,CB5-B
2935,CB5-E
2936,CBF2
2937,CBF5
2938,CBFA2T2
2939,CBFA2T3
2940,CBFB
2941,CBK1
2942,CBL
2943,CBLB
2944,CBLC
2945,CBLL1
2946,CBLN1
2947,CBLN2
2948,CBLN4
2949,CBP
2950,CBP3
2951,CBR1
2952,CBR3
2953,CBR4
2954,CBS
2955,CBSL
2956,CBWD1
2957,CBWD2
2958,CBWD3
2959,CBWD5
2960,CBWD6
2961,CBWD7
2962,CBX1
2963,CBX2
2964,CBX3
2965,CBX4
2966,CBX5
2967,CBX6
2968,CBX7
2969,CBX8
2970,CBY1
2971,CC2D1A
2972,CC2D1B
2973,CC2D2A
2974,CC2D2B
2975,CCAR1
2976,CCAR2
2977,CCAT1
2978,CCBE1
2979,CCBL1
2980,CCBL2
2981,CCC2
2982,CCDC101
2983,CCDC102A
2984,CCDC102B
2985,CCDC103
2986,CCDC105
2987,CCDC106
2988,CCDC107
2989,CCDC108
2990,CCDC109B
2991,CCDC110
2992,CCDC112
2993,CCDC113
2994,CCDC114
2995,CCDC115
2996,CCDC116
2997,CCDC117
2998,CCDC12
2999,CCDC120
3000,CCDC121
3001,CCDC122
3002,CCDC124
3003,CCDC125
3004,CCDC126
3005,CCDC127
3006,CCDC129
3007,CCDC13
3008,CCDC130
3009,CCDC132
3010,CCDC134
3011,CCDC136
3012,CCDC137
3013,CCDC138
3014,CCDC14
3015,CCDC140
3016,CCDC141
3017,CCDC142
3018,CCDC144A
3019,CCDC144B
3020,CCDC144CP
3021,CCDC144NL
3022,CCDC144NL-AS1
3023,CCDC146
3024,CCDC148
3025,CCDC149
3026,CCDC15
3027,CCDC150
3028,CCDC151
3029,CCDC152
3030,CCDC153
3031,CCDC154
3032,CCDC155
3033,CCDC157
3034,CCDC158
3035,CCDC159
3036,CCDC160
3037,CCDC167
3038,CCDC168
3039,CCDC169
3040,CCDC17
3041,CCDC170
3042,CCDC171
3043,CCDC172
3044,CCDC173
3045,CCDC174
3046,CCDC175
3047,CCDC176
3048,CCDC178
3049,CCDC179
3050,CCDC18
3051,CCDC180
3052,CCDC181
3053,CCDC183
3054,CCDC184
3055,CCDC185
3056,CCDC186
3057,CCDC22
3058,CCDC23
3059,CCDC24
3060,CCDC25
3061,CCDC26
3062,CCDC27
3063,CCDC28A
3064,CCDC28B
3065,CCDC30
3066,CCDC33
3067,CCDC34
3068,CCDC36
3069,CCDC37
3070,CCDC38
3071,CCDC39
3072,CCDC40
3073,CCDC42
3074,CCDC43
3075,CCDC47
3076,CCDC50
3077,CCDC51
3078,CCDC53
3079,CCDC54
3080,CCDC57
3081,CCDC58
3082,CCDC59
3083,CCDC6
3084,CCDC60
3085,CCDC61
3086,CCDC62
3087,CCDC63
3088,CCDC64
3089,CCDC64B
3090,CCDC65
3091,CCDC66
3092,CCDC67
3093,CCDC68
3094,CCDC69
3095,CCDC7
3096,CCDC70
3097,CCDC71
3098,CCDC71L
3099,CCDC73
3100,CCDC74A
3101,CCDC74B
3102,CCDC77
3103,CCDC78
3104,CCDC79
3105,CCDC8
3106,CCDC80
3107,CCDC82
3108,CCDC83
3109,CCDC84
3110,CCDC85A
3111,CCDC85B
3112,CCDC85C
3113,CCDC86
3114,CCDC87
3115,CCDC88A
3116,CCDC88B
3117,CCDC88C
3118,CCDC89
3119,CCDC9
3120,CCDC90B
3121,CCDC91
3122,CCDC92
3123,CCDC93
3124,CCDC94
3125,CCDC96
3126,CCDC97
3127,CCE1
3128,CCER1
3129,CCHCR1
3130,CCIN
3131,CCK
3132,CCKAR
3133,CCKBR
3134,CCL1
3135,CCL11
3136,CCL13
3137,CCL14
3138,CCL15
3139,CCL16
3140,CCL17
3141,CCL18
3142,CCL19
3143,CCL2
3144,CCL20
3145,CCL21
3146,CCL22
3147,CCL23
3148,CCL24
3149,CCL25
3150,CCL26
3151,CCL27
3152,CCL28
3153,CCL3
3154,CCL3L1
3155,CCL3L3
3156,CCL4
3157,CCL4L1
3158,CCL4L2
3159,CCL5
3160,CCL7
3161,CCL8
3162,CCM2
3163,CCM2L
3164,CCNA1
3165,CCNA2
3166,CCNB1
3167,CCNB1IP1
3168,CCNB2
3169,CCNB3
3170,CCNC
3171,CCND1
3172,CCND2
3173,CCND3
3174,CCNDBP1
3175,CCNE1
3176,CCNE2
3177,CCNF
3178,CCNG1
3179,CCNG2
3180,CCNH
3181,CCNI
3182,CCNI2
3183,CCNJ
3184,CCNJL
3185,CCNK
3186,CCNL1
3187,CCNL2
3188,CCNO
3189,CCNT1
3190,CCNT2
