,geneSymbol
11771,LUC7L
11772,LUC7L2
11773,LUC7L3
11774,LUCAT1
11775,LUM
11776,LURAP1
11777,LURAP1L
11778,LUZP1
11779,LUZP2
11780,LUZP4
11781,LUZP6
11782,LXN
11783,LY6D
11784,LY6E
11785,LY6G5B
11786,LY6G5C
11787,LY6G6C
11788,LY6G6D
11789,LY6G6F
11790,LY6H
11791,LY6K
11792,LY86
11793,LY9
11794,LY96
11795,LYAR
11796,LYG1
11797,LYG2
11798,LYL1
11799,LYN
11800,LYNX1
11801,LYPD1
11802,LYPD2
11803,LYPD3
11804,LYPD4
11805,LYPD5
11806,LYPD6
11807,LYPD6B
11808,LYPLA1
11809,LYPLA2
11810,LYPLA2P1
11811,LYPLAL1
11812,LYRM1
11813,LYRM2
11814,LYRM4
11815,LYRM5
11816,LYRM7
11817,LYS12
11818,LYS20
11819,LYS21
11820,LYS9
11821,LYSMD1
11822,LYSMD2
11823,LYSMD3
11824,LYSMD4
11825,LYST
11826,LYVE1
11827,LYZ
11828,LYZL1
11829,LYZL2
11830,LYZL4
11831,LYZL6
11832,LZIC
11833,LZTFL1
11834,LZTR1
11835,LZTS1
11836,LZTS2
11837,LZTS3
11838,Lactb
11839,Lama1
11840,Lama5
11841,Lamb1
11842,Lamb2
11843,Lancl1
11844,Lap3
11845,Laptm4a
11846,Laptm5
11847,Larp1
11848,Larp4
11849,Larp4b
11850,Larp6
11851,Larp7
11852,Las1l
11853,Lasp1
11854,Lats1
11855,Lbr
11856,Lck
11857,Ldb2
11858,Ldha
11859,Ldhb
11860,Ldhc
11861,Lemd3
11862,Leng8
11863,Lepr
11864,Leprotl1
11865,Letm1
11866,Lgals1
11867,Lgals3
11868,Lgals9
11869,Lgi1
11870,Lhx9
11871,Lig1
11872,Lima1
11873,Limd1
11874,Lin28a
11875,Lin7b
11876,Lin7c
11877,Lipg
11878,Lman2
11879,Lmcd1
11880,Lmf2
11881,Lmna
11882,Lmnb1
11883,Lmnb2
11884,Lmo2
11885,Lmo4
11886,Lmo7
11887,Lmx1a
11888,Lonp1
11889,Lonrf1
11890,Lonrf3
11891,Lox
11892,Loxl1
11893,Lpcat3
11894,Lphn1
11895,Lpl
11896,Lpp
11897,Lppr3
11898,Lppr4
11899,Lrp1
11900,Lrp2
11901,Lrpap1
11902,Lrpprc
11903,Lrrc40
11904,Lrrc41
11905,Lrrc47
11906,Lrrc59
11907,Lrrc7
11908,Lrrfip1
11909,Lrrfip2
11910,Lsamp
11911,Lsm11
11912,Lsm12
11913,Lsm3
11914,Lsm8
11915,Lsp1
11916,Ltbp1
11917,Ltbp3
11918,Luc7l2
11919,Luzp1
11920,Lxn
11921,Ly6a
11922,Ly6e
11923,Lyplal1
11924,Lztr1
11925,Lzts2
11926,M
11927,M1AP
11928,M6PR
11929,MAATS1
11930,MAB21L1
11931,MAB21L2
11932,MAB21L3
11933,MACC1
11934,MACF1
11935,MACROD1
11936,MACROD2
11937,MAD1
11938,MAD1L1
11939,MAD2L1
11940,MAD2L1BP
11941,MAD2L2
11942,MADCAM1
11943,MADD
11944,MAEA
11945,MAEL
11946,MAF
11947,MAF1
11948,MAFA
11949,MAFB
11950,MAFF
11951,MAFG
11952,MAFIP
11953,MAFK
11954,MAG
11955,MAGEA1
11956,MAGEA10
11957,MAGEA11
11958,MAGEA12
11959,MAGEA2
11960,MAGEA2B
11961,MAGEA3
11962,MAGEA4
11963,MAGEA6
11964,MAGEA8
11965,MAGEA9
11966,MAGEA9B
11967,MAGEB1
11968,MAGEB10
11969,MAGEB16
11970,MAGEB17
11971,MAGEB18
11972,MAGEB2
11973,MAGEB3
11974,MAGEB4
11975,MAGEB5
11976,MAGEB6
11977,MAGEC1
11978,MAGEC2
11979,MAGEC3
11980,MAGED1
11981,MAGED2
11982,MAGED4
11983,MAGED4B
11984,MAGEE1
11985,MAGEE2
11986,MAGEF1
11987,MAGEH1
11988,MAGEL2
11989,MAGI1
11990,MAGI2
11991,MAGI3
11992,MAGIX
11993,MAGOH
11994,MAGOH2P
11995,MAGOHB
11996,MAGT1
11997,MAK
11998,MAK16
11999,MAL
12000,MAL2
12001,MAL31
12002,MALAT1
12003,MALL
12004,MALSU1
12005,MALT1
12006,MAMDC2
12007,MAMDC4
12008,MAML1
12009,MAML2
12010,MAML3
12011,MAMLD1
12012,MAMSTR
12013,MAN1A1
12014,MAN1A2
12015,MAN1B1
12016,MAN1C1
12017,MAN2A1
12018,MAN2A2
12019,MAN2B1
12020,MAN2B2
12021,MAN2C1
12022,MANBA
12023,MANBAL
12024,MANEA
12025,MANEAL
12026,MANF
12027,MANSC1
12028,MANSC4
12029,MAOA
12030,MAOB
12031,MAP10
12032,MAP1A
12033,MAP1B
12034,MAP1LC3A
12035,MAP1LC3B
12036,MAP1LC3B2
12037,MAP1LC3C
12038,MAP1S
12039,MAP2
12040,MAP2K1
12041,MAP2K2
12042,MAP2K3
12043,MAP2K4
12044,MAP2K5
12045,MAP2K6
12046,MAP2K7
12047,MAP3K1
12048,MAP3K10
12049,MAP3K11
12050,MAP3K12
12051,MAP3K13
12052,MAP3K14
12053,MAP3K15
12054,MAP3K19
12055,MAP3K2
12056,MAP3K3
12057,MAP3K4
12058,MAP3K5
12059,MAP3K6
12060,MAP3K7
12061,MAP3K7CL
12062,MAP3K8
12063,MAP3K9
12064,MAP4
12065,MAP4K1
12066,MAP4K2
12067,MAP4K3
12068,MAP4K4
12069,MAP4K5
12070,MAP6
12071,MAP6D1
12072,MAP7
12073,MAP7D1
12074,MAP7D2
12075,MAP7D3
12076,MAP9
12077,MAPK1
12078,MAPK10
12079,MAPK11
12080,MAPK12
12081,MAPK13
12082,MAPK14
12083,MAPK15
12084,MAPK1IP1L
12085,MAPK3
12086,MAPK4
12087,MAPK6
12088,MAPK7
12089,MAPK8
12090,MAPK8IP1
12091,MAPK8IP2
12092,MAPK8IP3
12093,MAPK9
12094,MAPKAP1
12095,MAPKAPK2
12096,MAPKAPK3
12097,MAPKAPK5
12098,MAPKBP1
12099,MAPRE1
12100,MAPRE2
12101,MAPRE3
12102,MAPT
12103,01-Mar
12104,02-Mar
12105,01-Mar
12106,10-Mar
12107,02-Mar
12108,03-Mar
12109,04-Mar
12110,05-Mar
12111,06-Mar
12112,07-Mar
12113,08-Mar
12114,09-Mar
12115,MARCKS
12116,MARCKSL1
12117,MARCO
12118,MARK1
12119,MARK2
12120,MARK3
12121,MARK4
12122,MARS
12123,MARS2
12124,MARVELD1
12125,MARVELD2
12126,MAS1
12127,MAS1L
12128,MASP1
12129,MASP2
12130,MAST1
12131,MAST2
12132,MAST3
12133,MAST4
12134,MASTL
12135,MAT1A
12136,MAT2A
12137,MAT2B
12138,MAT3
12139,MATK
12140,MATN1
12141,MATN1-AS1
12142,MATN2
12143,MATN3
12144,MATN4
12145,MATR3
12146,MAU2
12147,MAVS
12148,MAX
12149,MAZ
12150,MB
12151,MB21D1
12152,MB21D2
12153,MBD1
12154,MBD2
12155,MBD3
12156,MBD3L1
12157,MBD3L2
12158,MBD3L3
12159,MBD3L5
12160,MBD4
12161,MBD5
12162,MBD6
12163,MBF1
12164,MBIP
12165,MBL2
12166,MBLAC1
12167,MBLAC2
12168,MBNL1
12169,MBNL2
12170,MBNL3
12171,MBOAT1
12172,MBOAT2
12173,MBOAT7
12174,MBP
12175,MBR1
12176,MBTD1
12177,MBTPS1
12178,MBTPS2
12179,MC1R
12180,MC2R
12181,MC3R
12182,MC4R
12183,MC5R
12184,MCAM
12185,MCAT
12186,MCC
12187,MCCC1
12188,MCCC2
12189,MCCD1
12190,MCD1
12191,MCEE
12192,MCEMP1
12193,MCF2
12194,MCF2L
12195,MCF2L2
12196,MCFD2
12197,MCHR1
12198,MCHR2
12199,MCIDAS
12200,MCL1
12201,MCM10
12202,MCM2
12203,MCM3
12204,MCM3AP
12205,MCM3AP-AS1
12206,MCM4
12207,MCM5
12208,MCM6
12209,MCM7
12210,MCM8
12211,MCM9
12212,MCMBP
12213,MCMDC2
12214,MCOLN1
12215,MCOLN2
12216,MCOLN3
12217,MCPH1
12218,MCRS1
12219,MCTP1
12220,MCTP2
12221,MCTS1
12222,MCU
12223,MCUR1
12224,MDC1
12225,MDFI
12226,MDFIC
12227,MDG1
12228,MDGA1
12229,MDGA2
12230,MDH1
12231,MDH1B
12232,MDH2
12233,MDK
12234,MDM1
12235,MDM2
12236,MDM30
12237,MDM38
12238,MDM4
12239,MDN1
12240,MDP1
12241,ME1
12242,ME2
12243,ME3
12244,MEA1
12245,MEAF6
12246,MECOM
12247,MECP2
12248,MECR
12249,MED1
12250,MED10
12251,MED11
12252,MED12
12253,MED12L
12254,MED13
12255,MED13L
12256,MED14
12257,MED15
12258,MED16
12259,MED17
12260,MED18
12261,MED19
12262,MED20
12263,MED21
12264,MED22
12265,MED23
12266,MED24
12267,MED25
12268,MED26
12269,MED27
12270,MED28
12271,MED29
12272,MED30
12273,MED31
12274,MED4
12275,MED6
12276,MED7
12277,MED8
12278,MED9
12279,MEDAG
12280,MEF2A
12281,MEF2B
12282,MEF2BNB
12283,MEF2BNB-MEF2B
12284,MEF2C
12285,MEF2D
12286,MEFV
12287,MEG3
12288,MEG8
12289,MEGF10
12290,MEGF11
12291,MEGF6
12292,MEGF8
12293,MEGF9
12294,MEI1
12295,MEI4
12296,MEIG1
12297,MEIOB
12298,MEIS1
12299,MEIS2
12300,MEIS3
12301,MELK
12302,MEMO1
12303,MEMO1P1
12304,MEN1
12305,MEOX1
12306,MEOX2
12307,MEP1A
12308,MEP1B
12309,MEPCE
12310,MEPE
12311,MERTK
12312,MES1
12313,MESDC1
12314,MESDC2
12315,MESP2
12316,MEST
12317,MET
12318,MET17
12319,MET18
12320,MET32
12321,MET6
12322,METAP1
12323,METAP1D
12324,METAP2
12325,METRN
12326,METRNL
12327,METTL1
12328,METTL10
12329,METTL11B
12330,METTL12
12331,METTL13
12332,METTL14
12333,METTL15
12334,METTL16
12335,METTL17
12336,METTL18
12337,METTL20
12338,METTL21A
12339,METTL21B
12340,METTL21C
12341,METTL21EP
12342,METTL22
12343,METTL23
12344,METTL24
12345,METTL25
12346,METTL2A
12347,METTL2B
12348,METTL3
12349,METTL4
12350,METTL5
12351,METTL6
12352,METTL7A
12353,METTL7B
12354,METTL8
12355,METTL9
12356,MEX3A
12357,MEX3B
12358,MEX3C
12359,MEX3D
12360,MFAP1
12361,MFAP2
12362,MFAP3
12363,MFAP3L
12364,MFAP4
12365,MFAP5
12366,MFF
12367,MFGE8
12368,MFHAS1
12369,MFI2
12370,MFN1
12371,MFN2
12372,MFNG
12373,MFSD1
12374,MFSD10
12375,MFSD11
12376,MFSD12
12377,MFSD2A
12378,MFSD2B
12379,MFSD3
12380,MFSD4
12381,MFSD5
12382,MFSD6
12383,MFSD7
12384,MFSD8
12385,MFSD9
12386,MFT1
12387,MGA
12388,MGAM
12389,MGARP
12390,MGAT1
12391,MGAT2
12392,MGAT3
12393,MGAT4A
12394,MGAT4B
12395,MGAT4C
12396,MGAT4D
12397,MGAT5
12398,MGAT5B
12399,MGC15885
12400,MGC27345
12401,MGC34796
12402,MGC39584
12403,MGC45922
12404,MGC50722
12405,MGEA5
12406,MGLL
12407,MGME1
12408,MGMT
12409,MGP
12410,MGRN1
12411,MGS
12412,MGST1
12413,MGST2
12414,MGST3
12415,MIA
12416,MIA2
12417,MIA3
12418,MIA40
12419,MIATNB
12420,MIB1
12421,MIB2
12422,MIC19
12423,MICA
12424,MICAL1
12425,MICAL2
12426,MICAL3
12427,MICALCL
12428,MICALL1
12429,MICALL2
12430,MICB
12431,MICU1
12432,MICU2
12433,MICU3
12434,MID1
12435,MID1IP1
12436,MID2
12437,MIDN
12438,MIEF1
12439,MIEF2
12440,MIEN1
12441,MIER1
12442,MIER2
12443,MIER3
12444,MIF
12445,MIF-AS1
12446,MIF4GD
12447,MIIP
12448,MILR1
12449,MIM1
12450,MINA
12451,MINK1
12452,MINOS1
12453,MINOS1-NBL1
12454,MINPP1
12455,MIOS
12456,MIOX
12457,MIP
12458,MIPEP
12459,MIPOL1
12460,MIR1
12461,MIR1-1
12462,MIR1-2
12463,MIR100
12464,MIR100HG
12465,MIR101-2
12466,MIR103A1
12467,MIR103A2
12468,MIR106A
12469,MIR106B
12470,MIR107
12471,MIR10B
12472,MIR1180
12473,MIR1181
12474,MIR1185-1
12475,MIR1185-2
12476,MIR1193
12477,MIR122
12478,MIR1236
12479,MIR1248
12480,MIR1257
12481,MIR125B1
12482,MIR125B2
12483,MIR127
12484,MIR1275
12485,MIR128-1
12486,MIR128-2
12487,MIR1292
12488,MIR1301
12489,MIR132
12490,MIR138-1
12491,MIR138-2
12492,MIR139
12493,MIR140
12494,MIR141
12495,MIR142
12496,MIR143
12497,MIR144
12498,MIR145
12499,MIR152
12500,MIR155
12501,MIR15A
12502,MIR15B
12503,MIR16-1
12504,MIR16-2
12505,MIR17
12506,MIR17HG
12507,MIR182
12508,MIR183
12509,MIR188
12510,MIR18A
12511,MIR18B
12512,MIR190B
12513,MIR199A1
12514,MIR199A2
12515,MIR19A
12516,MIR19B1
12517,MIR19B2
12518,MIR200A
12519,MIR200B
12520,MIR200C
12521,MIR203A
12522,MIR204
12523,MIR205
12524,MIR206
12525,MIR20A
12526,MIR20B
12527,MIR21
12528,MIR214
12529,MIR216A
12530,MIR217
12531,MIR22
12532,MIR221
12533,MIR222
12534,MIR223
12535,MIR22HG
12536,MIR23B
12537,MIR24-1
12538,MIR25
12539,MIR26A2
12540,MIR26B
12541,MIR27A
12542,MIR27B
12543,MIR299
12544,MIR29A
12545,MIR29B1
12546,MIR29B2
12547,MIR29C
12548,MIR302A
12549,MIR30A
12550,MIR30B
12551,MIR30C1
12552,MIR31
12553,MIR3118-1
12554,MIR3187
12555,MIR3194
12556,MIR323A
12557,MIR324
12558,MIR326
12559,MIR331
12560,MIR340
12561,MIR34A
12562,MIR34B
12563,MIR34C
12564,MIR363
12565,MIR3648-1
12566,MIR3648-2
12567,MIR3652
12568,MIR3654
12569,MIR3677
12570,MIR3687-1
12571,MIR3687-2
12572,MIR3713
12573,MIR375
12574,MIR376C
12575,MIR378A
12576,MIR3910-1
12577,MIR3910-2
12578,MIR3927
12579,MIR429
12580,MIR4435-1HG
12581,MIR4449
12582,MIR4487
12583,MIR4497
12584,MIR4500HG
12585,MIR451A
12586,MIR4534
12587,MIR454
12588,MIR4634
12589,MIR4658
12590,MIR4665
12591,MIR4668
12592,MIR4688
12593,MIR4732
12594,MIR4744
12595,MIR484
12596,MIR5010
12597,MIR520D
12598,MIR548AJ1
12599,MIR548E
12600,MIR570
12601,MIR579
12602,MIR589
12603,MIR600HG
12604,MIR6087
12605,MIR612
12606,MIR614
12607,MIR6505
12608,MIR652
12609,MIR657
12610,MIR663A
12611,MIR663AHG
12612,MIR663B
12613,MIR671
12614,MIR6775
12615,MIR6791
12616,MIR6800
12617,MIR6816
12618,MIR6871
12619,MIR6891
12620,MIR7-1
12621,MIR7-2
12622,MIR7-3
12623,MIR769
12624,MIR7705
12625,MIR7843
12626,MIR877
12627,MIR9-1
12628,MIR9-2
12629,MIR9-3
12630,MIR92A1
12631,MIR92A2
12632,MIR93
12633,MIR98
12634,MIR99AHG
12635,MIRLET7A1
12636,MIRLET7A2
12637,MIRLET7A3
12638,MIRLET7B
12639,MIRLET7BHG
12640,MIRLET7C
12641,MIRLET7D
12642,MIRLET7E
12643,MIRLET7F1
12644,MIRLET7F2
12645,MIRLET7G
12646,MIRLET7I
12647,MIS1
12648,MIS12
12649,MIS18A
12650,MIS18BP1
12651,MISP
12652,MITD1
12653,MITF
12654,MKI67
12655,MKKS
12656,MKL1
12657,MKL2
12658,MKLN1
12659,MKNK1
12660,MKNK1-AS1
12661,MKNK2
12662,MKRN1
12663,MKRN2
12664,MKRN2OS
12665,MKRN3
12666,MKRN4P
12667,MKS1
12668,MKX
12669,MLANA
12670,MLC1
12671,MLEC
12672,MLF1
12673,MLF2
12674,MLH1
12675,MLH3
12676,MLIP
12677,MLKL
12678,MLLT1
12679,MLLT10
12680,MLLT11
12681,MLLT3
12682,MLLT4
12683,MLLT4-AS1
12684,MLLT6
12685,MLN
12686,MLNR
12687,MLP1
12688,MLP2
12689,MLPH
12690,MLST8
12691,MLX
12692,MLXIP
12693,MLXIPL
12694,MLYCD
12695,MMAA
12696,MMAB
12697,MMACHC
12698,MMADHC
12699,MMD
12700,MMD2
12701,MME
12702,MMEL1
12703,MMGT1
12704,MMP1
12705,MMP10
12706,MMP11
12707,MMP12
12708,MMP13
12709,MMP14
12710,MMP15
12711,MMP16
12712,MMP17
12713,MMP19
12714,MMP2
12715,MMP20
12716,MMP21
12717,MMP23B
12718,MMP24
12719,MMP25
12720,MMP26
12721,MMP27
12722,MMP28
12723,MMP3
12724,MMP7
12725,MMP8
12726,MMP9
12727,MMRN1
12728,MMRN2
12729,MMS19
12730,MMS2
12731,MMS22L
12732,MMS4
12733,MMZ1
12734,MN1
12735,MNAT1
12736,MND1
12737,MNDA
12738,MNN2
12739,MNS1
12740,MNT
12741,MNX1
12742,MOAP1
12743,MOB1A
12744,MOB1B
12745,MOB2
12746,MOB3A
12747,MOB3B
12748,MOB3C
12749,MOB4
12750,MOBP
12751,MOCOS
12752,MOCS1
12753,MOCS2
12754,MOCS3
12755,MOG
12756,MOGAT1
12757,MOGAT2
12758,MOGAT3
12759,MOGS
12760,MOK
12761,MON1A
12762,MON1B
12763,MON2
12764,MORC1
12765,MORC2
12766,MORC3
12767,MORC4
12768,MORF4
12769,MORF4L1
12770,MORF4L1P2
12771,MORF4L2
12772,MORN1
12773,MORN2
12774,MORN3
12775,MORN4
12776,MORN5
12777,MOS
12778,MOSPD1
12779,MOSPD2
12780,MOSPD3
12781,MOT2
12782,MOV10
12783,MOV10L1
12784,MOXD1
12785,MPC1
12786,MPC2
12787,MPD1
12788,MPDU1
12789,MPDZ
12790,MPEG1
12791,MPG
12792,MPH1
12793,MPHOSPH10
12794,MPHOSPH6
12795,MPHOSPH8
12796,MPHOSPH9
12797,MPI
12798,MPL
12799,MPLKIP
12800,MPND
12801,MPO
12802,MPP1
12803,MPP2
12804,MPP3
12805,MPP4
12806,MPP5
12807,MPP6
12808,MPP7
12809,MPPE1
12810,MPPED1
12811,MPPED2
12812,MPRIP
12813,MPST
12814,MPTX1
12815,MPV17
12816,MPV17L
12817,MPV17L2
12818,MPZ
12819,MPZL1
12820,MPZL2
12821,MPZL3
12822,MR1
12823,MRAP
12824,MRAP2
12825,MRAS
12826,MRC1
12827,MRC2
12828,MRE11
12829,MRE11A
12830,MREG
12831,MRFAP1
12832,MRFAP1L1
12833,MRGBP
12834,MRGPRE
12835,MRGPRG-AS1
12836,MRGPRX1
12837,MRGPRX3
12838,MRGPRX4
12839,MRI1
12840,MRM1
12841,MRO
12842,MROH1
12843,MROH2A
12844,MROH2B
12845,MROH5
12846,MROH6
12847,MROH7
12848,MROH7-TTC4
12849,MROH8
12850,MROH9
12851,MRP8
12852,MRPL1
12853,MRPL10
12854,MRPL11
12855,MRPL12
12856,MRPL13
12857,MRPL14
12858,MRPL15
12859,MRPL16
12860,MRPL17
12861,MRPL18
12862,MRPL19
12863,MRPL2
12864,MRPL20
12865,MRPL21
12866,MRPL22
12867,MRPL23
12868,MRPL24
12869,MRPL27
12870,MRPL28
12871,MRPL3
12872,MRPL30
12873,MRPL32
12874,MRPL33
12875,MRPL34
12876,MRPL35
12877,MRPL36
12878,MRPL37
12879,MRPL38
12880,MRPL39
12881,MRPL4
12882,MRPL40
12883,MRPL41
12884,MRPL42
12885,MRPL43
12886,MRPL44
12887,MRPL45
12888,MRPL46
12889,MRPL47
12890,MRPL48
12891,MRPL49
12892,MRPL50
12893,MRPL51
12894,MRPL52
12895,MRPL53
12896,MRPL54
12897,MRPL55
12898,MRPL57
12899,MRPL9
12900,MRPS10
12901,MRPS11
12902,MRPS12
12903,MRPS14
12904,MRPS15
12905,MRPS16
12906,MRPS17
12907,MRPS18A
12908,MRPS18B
12909,MRPS18C
12910,MRPS2
12911,MRPS21
12912,MRPS22
12913,MRPS23
12914,MRPS24
12915,MRPS25
12916,MRPS26
12917,MRPS27
12918,MRPS28
12919,MRPS30
12920,MRPS31
12921,MRPS33
12922,MRPS34
12923,MRPS35
12924,MRPS36
12925,MRPS36P4
12926,MRPS5
12927,MRPS6
12928,MRPS7
12929,MRPS9
12930,MRRF
12931,MRRFP1
12932,MRS2
12933,MRT4
12934,MRTO4
12935,MRVI1
12936,MS2
12937,MS4A1
12938,MS4A10
12939,MS4A12
12940,MS4A13
12941,MS4A14
12942,MS4A15
12943,MS4A2
12944,MS4A3
12945,MS4A4A
12946,MS4A4E
12947,MS4A5
12948,MS4A6A
12949,MS4A6E
12950,MS4A7
12951,MSANTD1
12952,MSANTD2
12953,MSANTD3
12954,MSANTD4
12955,MSB1
12956,MSB3
12957,MSC
12958,MSGN1
12959,MSH2
12960,MSH3
12961,MSH4
12962,MSH5
12963,MSH6
12964,MSI1
12965,MSI2
12966,MSK1
12967,MSL1
12968,MSL2
12969,MSL3
12970,MSL3P1
12971,MSLN
12972,MSLNL
12973,MSMB
12974,MSMO1
12975,MSMP
12976,MSN
12977,MSN2
12978,MSR1
12979,MSRA
12980,MSRB1
12981,MSRB2
12982,MSRB3
12983,MSS51
12984,MST1
12985,MST1L
12986,MST1R
12987,MSTN
12988,MSTO1
12989,MSTO2P
12990,MSX1
12991,MSX2
12992,MT-ATP6
12993,MT-ATP8
12994,MT-CO1
12995,MT-CO2
12996,MT-CO3
12997,MT-CYB
12998,MT-ND1
12999,MT-ND2
13000,MT-ND3
13001,MT-ND4
13002,MT-ND4L
13003,MT-ND5
13004,MT-ND6
13005,MT1A
13006,MT1B
13007,MT1DP
13008,MT1E
13009,MT1F
13010,MT1G
13011,MT1H
13012,MT1HL1
13013,MT1IP
13014,MT1M
13015,MT1P3
13016,MT1X
13017,MT2A
13018,MT2P1
13019,MT3
13020,MTA1
13021,MTA2
13022,MTA3
13023,MTAP
13024,MTBP
13025,MTC1
13026,MTC2
13027,MTC3
13028,MTC4
13029,MTCH1
13030,MTCH2
13031,MTCL1
13032,MTCO2P1
13033,MTCP1
13034,MTDH
13035,MTERF1
13036,MTERF2
13037,MTERF3
13038,MTERF4
13039,MTF1
13040,MTF2
13041,MTFMT
13042,MTFP1
13043,MTFR1
13044,MTFR1L
13045,MTFR2
13046,MTG1
13047,MTG2
13048,MTHFD1
13049,MTHFD1L
13050,MTHFD2
13051,MTHFD2L
13052,MTHFR
13053,MTHFS
13054,MTHFSD
13055,MTIF2
13056,MTIF3
13057,MTL5
13058,MTM1
13059,MTMR1
13060,MTMR10
13061,MTMR11
13062,MTMR12
13063,MTMR14
13064,MTMR2
13065,MTMR3
13066,MTMR4
13067,MTMR6
13068,MTMR7
13069,MTMR8
13070,MTMR9
13071,MTNR1A
13072,MTNR1B
13073,MTO1
13074,MTO3
13075,MTOR
13076,MTPAP
13077,MTPN
13078,MTR
13079,MTRF1
13080,MTRF1L
13081,MTRNR2L1
13082,MTRNR2L10
13083,MTRNR2L4
13084,MTRNR2L5
13085,MTRNR2L6
13086,MTRNR2L7
13087,MTRNR2L8
13088,MTRNR2L9
13089,MTRR
13090,MTSS1
13091,MTSS1L
13092,MTTP
13093,MTURN
13094,MTUS1
13095,MTUS2
13096,MTX1
13097,MTX2
13098,MTX3
13099,MUC1
13100,MUC12
13101,MUC13
13102,MUC15
13103,MUC16
13104,MUC17
13105,MUC19
13106,MUC2
13107,MUC20
13108,MUC21
13109,MUC22
13110,MUC3A
13111,MUC4
13112,MUC5AC
13113,MUC5B
13114,MUC6
13115,MUC7
13116,MUCL1
13117,MUL1
13118,MUM1
13119,MUM1L1
13120,MUM4
13121,MUP1
13122,MURC
13123,MUS81
13124,MUSK
13125,MUSTN1
13126,MUT
13127,MUTYH
13128,MVB12A
13129,MVB12B
13130,MVD
13131,MVK
13132,MVP
13133,MX1
13134,MX2
13135,MXD1
13136,MXD3
13137,MXD4
13138,MXI1
13139,MXRA5
13140,MXRA7
13141,MXRA8
13142,MYADM
13143,MYADML2
13144,MYB
13145,MYBBP1A
13146,MYBL1
13147,MYBL2
13148,MYBPC1
13149,MYBPC2
13150,MYBPC3
13151,MYBPH
13152,MYBPHL
13153,MYC
13154,MYCBP
13155,MYCBP2
13156,MYCBPAP
13157,MYCL
13158,MYCN
13159,MYCT1
13160,MYD88
13161,MYEF2
13162,MYEOV
13163,MYEOV2
13164,MYF5
13165,MYF6
13166,MYH1
13167,MYH10
13168,MYH11
13169,MYH13
13170,MYH14
13171,MYH15
13172,MYH16
13173,MYH2
13174,MYH3
13175,MYH4
13176,MYH6
13177,MYH7
13178,MYH7B
13179,MYH8
13180,MYH9
13181,MYL1
13182,MYL10
13183,MYL12A
13184,MYL12B
13185,MYL2
13186,MYL3
13187,MYL4
13188,MYL5
13189,MYL6
13190,MYL6B
13191,MYL7
13192,MYL9
13193,MYLIP
13194,MYLK
13195,MYLK2
13196,MYLK3
13197,MYLK4
13198,MYLPF
13199,MYNN
13200,MYO10
13201,MYO15A
13202,MYO15B
13203,MYO16
13204,MYO18A
13205,MYO18B
13206,MYO19
13207,MYO1A
13208,MYO1B
13209,MYO1C
13210,MYO1D
13211,MYO1E
13212,MYO1F
13213,MYO1G
13214,MYO1H
13215,MYO3A
13216,MYO3B
13217,MYO5
13218,MYO5A
13219,MYO5B
13220,MYO5C
13221,MYO6
13222,MYO7A
13223,MYO7B
13224,MYO9A
13225,MYO9B
13226,MYOC
13227,MYOCD
13228,MYOD1
13229,MYOF
13230,MYOG
13231,MYOM1
13232,MYOM2
13233,MYOM3
13234,MYOT
13235,MYOZ1
13236,MYOZ2
13237,MYOZ3
13238,MYPN
13239,MYPOP
13240,MYRF
13241,MYRFL
13242,MYRIP
13243,MYSM1
13244,MYT1
13245,MYT1L
13246,MYZAP
13247,MZB1
13248,MZF1
13249,MZT1
13250,MZT2A
13251,MZT2B
13252,Macf1
13253,Mad2l2
13254,Mafb
13255,Mag
13256,Maged1
13257,Magi1
13258,Malt1
13259,Manf
13260,Map1a
13261,Map1b
13262,Map1lc3a
13263,Map1lc3b
13264,Map2
13265,Map2k2
13266,Map2k3
13267,Map2k4
13268,Map3k10
13269,Map3k11
13270,Map3k2
13271,Map3k3
13272,Map3k7
13273,Map4
13274,Map4k1
13275,Map4k3
13276,Map4k4
13277,Map6
13278,Map7d1
13279,Mapk1
13280,Mapk10
13281,Mapk14
13282,Mapk4
13283,Mapk8
13284,Mapkapk2
13285,Mapkapk5
13286,Mapkbp1
13287,Mapre1
13288,Mapre2
13289,Mapre3
13290,Mapt
13291,02-Mar
13292,05-Mar
13293,Marcks
13294,Marcksl1
13295,Mark1
13296,Mark2
13297,Mast1
13298,Mast2
13299,Mastl
13300,Mat2b
13301,Matn2
13302,Matr3
13303,Mavs
13304,Maz
13305,Mb21d2
13306,Mbnl1
13307,Mbnl2
13308,Mbp
13309,Mccc1
13310,Mccc2
13311,Mcl1
13312,Mcm2
13313,Mcm3
13314,Mcm4
13315,Mcm5
13316,Mcm6
13317,Mcm7
13318,Mdh1
13319,Mdh2
13320,Mdk
13321,Mdm2
13322,Mdm4
13323,Mdn1
13324,Med12
13325,Med29
13326,Mef2d
13327,Melk
13328,Mepce
13329,Mest
13330,Mettl13
13331,Mex3d
13332,Mfap1a
13333,Mfge8
13334,Mfn2
13335,Mgst3
13336,Mib1
13337,Mib2
13338,Mical1
13339,Micall1
13340,Micall2
13341,Midn
13342,Mif
13343,Mif4gd
13344,Mina
13345,Mki67
13346,Mkl1
13347,Mkl2
13348,Mknk2
13349,Mkrn1
13350,Mkrn2
13351,Mlec
13352,Mlf2
13353,Mlkl
13354,Mllt10
